StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,age,gender,Latino,race,income,education,pid1,piddem,pidrep,pidlean,ideology,negparty_dem,negparty_rep,GID1,GID2,GID3,White1,White2,White3,White4,White5,PSIR1,PSIR2,PSIR3,PSIR4,PSID1,PSID2,PSID3,PSID4,PSII1,PSII2,PSII3,PSII4,RR1,RR2,RR3,RR4,sex1,sex2,sex3,sex4,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,SDO7,SDO8,SJ1,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,uncivil_1,PANAS_1_1,PANAS_1_2,PANAS_1_3,PANAS_1_4,PANAS_1_5,PANAS_1_6,news_1,uncivil_2,PANAS_2_1,PANAS_2_2,PANAS_2_3,PANAS_2_4,PANAS_2_5,PANAS_2_6,news_2,uncivil_3,PANAS_3_1,PANAS_3_2,PANAS_3_3,PANAS_3_4,PANAS_3_5,PANAS_3_6,news_3,uncivil_4,PANAS_4_1,PANAS_4_2,PANAS_4_3,PANAS_4_4,PANAS_4_5,PANAS_4_6,news_4,uncivil_5,PANAS_5_1,PANAS_5_2,PANAS_5_3,PANAS_5_4,PANAS_5_5,PANAS_5_6,news_5,uncivil_6,PANAS_6_1,PANAS_6_2,PANAS_6_3,PANAS_6_4,PANAS_6_5,PANAS_6_6,news_6,RESPONDENT_ID,GID,SParty_1,TParty_1,SGender_1,SRace_1,TGender_1,TRace_1,SF_1,SL_1,TF_1,TL_1,SJob_1,TJob_1,Incivility_1,Police_1,SParty_2,TParty_2,SGender_2,SRace_2,TGender_2,TRace_2,SF_2,SL_2,TF_2,TL_2,SJob_2,TJob_2,Incivility_2,Police_2,SParty_3,TParty_3,SGender_3,SRace_3,TGender_3,TRace_3,SF_3,SL_3,TF_3,TL_3,SJob_3,TJob_3,Incivility_3,Police_3,SParty_4,TParty_4,SGender_4,SRace_4,TGender_4,TRace_4,SF_4,SL_4,TF_4,TL_4,SJob_4,TJob_4,Incivility_4,Police_4,SParty_5,TParty_5,SGender_5,SRace_5,TGender_5,TRace_5,SF_5,SL_5,TF_5,TL_5,SJob_5,TJob_5,Incivility_5,Police_5,SParty_6,TParty_6,SGender_6,SRace_6,TGender_6,TRace_6,SF_6,SL_6,TF_6,TL_6,SJob_6,TJob_6,Incivility_6,Police_6
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_3wPhBCjqKDAx57T,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Velit nulla venenatis odio commodo convallis erat! Potenti duis ridiculus leo tellus.,2,2,123567,4,4,1,1,NA,NA,6,98,72,4,2,2,5,3,2,1,1,NA,NA,NA,NA,2,2,4,2,NA,NA,NA,NA,2,3,1,1,3,1,2,2,1,4,1,4,2,4,3,3,4,1,2,3,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,4,5,4,6,3,4,1,5,6,6,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,woman,Republican,Republican,Female,Black,Male,White,Keyana,Washington,Dustin,McGrath,Representative,pharmacist,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Female,Black,DaQuan,Washington,Lakisha,Booker,accountant,pharmacist,a 'bastard',Details From Recent Townhall Meeting,Democratic,Republican,Male,Black,Male,White,Denzel,Mosley,Hunter,McGrath,judge,Representative,a 'prick',Details From Recent Townhall Meeting,Democratic,Democratic,Female,Black,Female,Black,Shanice,Banks,Shanice,Washington,nurse,Representative,a 'lunatic',Details From Recent Townhall Meeting,Republican,Republican,Female,Black,Male,Black,Tamika,Washington,Tyrone,Booker,pharmacist,Representative,a 'bitch',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Male,White,Female,Black,Brett,Nielsen,Janae,Banks,nurse,accountant,going to get 'hurt by someone',Recent Townhall Meeting Turns Uncivil
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_6nZs2tf0wIi3tR3,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Sed etiam rhoncus? Turpis? Blandit! Culpa purus lectus mi auctor. Convallis id at purus vehicula.,2,1,1234567,2,4,3,NA,NA,3,7,47,58,4,2,2,4,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,2,4,4,2,4,3,2,2,2,1,3,5,5,2,2,5,5,3,4,1,5,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,2,2,5,6,5,4,5,1,2,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,woman,Republican,Republican,Male,White,Male,Black,Jake,Walsh,DeShawn,Washington,Representative,Representative,a 'N word',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Male,White,Laurie,Larsen,Steven,Andersen,plumber,Representative,a 'moron',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Male,White,Hilary,McGrath,Ryan,Meyer,Representative,architect,a 'cracker',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Female,White,Latrell,Mosley,Katelyn,Hartman,accountant,professional chef,a 'cracker',Details From Recent Townhall Meeting,Republican,Democratic,Male,Black,Male,White,Jayvon,Washington,Logan,Meyer,Representative,Representative,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Male,Black,Claire,Decker,Darius,Booker,pharmacist,nurse,going to get 'roughed up' by the crowd,Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_dhQJDvnjfJjqIBL,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Blandit justo venenatis etiam nibh orci accusamus pede nulla phasellus purus? Malesuada nec.,3,2,14567,1,3,1,2,NA,NA,6,42,55,NA,NA,NA,4,3,4,3,2,NA,NA,NA,NA,4,2,5,2,NA,NA,NA,NA,3,2,1,1,1,3,4,5,5,5,2,3,2,4,5,5,4,2,5,1,1,4,4,2,2,4,2,2,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,4,2,6,2,4,2,4,6,6,2,2,4,3,2,NA,Republican,Democratic,Male,Black,Male,White,Kareem,Mosley,Seth,Becker,professional chef,accountant,going to get 'roughed up' by the crowd,Recent Townhall Meeting Turns Uncivil,Republican,Republican,Female,White,Male,Black,Stephanie,Nielsen,D'Andre,Banks,nurse,teacher,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,Black,Female,White,Ebony,Mosley,Sarah,Larsen,Representative,Representative,a 'shit head',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Male,Black,Connor,Larsen,DeAndre,Jackson,nurse,software engineer,a 'prick',Details From Recent Townhall Meeting,Democratic,Republican,Male,Black,Female,White,Darnell,Mosley,Laurie,McGrath,Representative,judge,a 'cracker',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,White,Male,Black,Margaret,Nielsen,Terrell,Mosley,Representative,Representative,an 'idiot',Recent Townhall Meeting Turns Uncivil
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_3eEMNKX5GCBQUVT,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Cras donec lectus orci nec in suscipit vel. Primis aliquam nec sagittis.,2,1,347,1,4,3,NA,NA,3,7,43,19,2,3,1,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,1,2,2,4,3,4,5,3,5,4,4,3,1,4,4,2,3,3,5,5,1,4,3,3,3,3,6,2,4,2,6,5,1,2,5,1,6,6,2,5,1,1,1,2,6,2,4,2,5,5,2,6,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,woman,Republican,Democratic,Male,Black,Female,Black,D'Andre,Washington,Tamika,Jefferson,plumber,Representative,going to get 'hurt by someone',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,Black,Male,Black,Rasheed,Mosley,Jamal,Booker,software engineer,plumber,going to get 'roughed up' by the crowd,Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Female,White,Taniya,Banks,Hilary,Decker,plumber,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,White,Female,White,Neil,McGrath,Amy,McGrath,pharmacist,teacher,a 'lunatic',Details From Recent Townhall Meeting,Republican,Republican,Male,Black,Male,Black,Jayvon,Banks,Darius,Banks,Representative,Representative,a 'N word',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Female,White,Jill,Hartman,Laurie,Hartman,software engineer,accountant,going to get 'hurt by someone',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_724Ftq7u0070aKp,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Ipsum tellus venenatis vehicula. Faucibus quis imperdiet. Urna non. Odio.,1,1,147,1,2,2,NA,1,NA,3,76,70,4,4,3,4,4,1,3,5,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,5,4,4,2,2,4,3,1,4,4,4,1,5,1,1,4,3,2,5,5,3,1,6,6,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,1,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,man,Republican,Democratic,Female,Black,Male,White,Tionna,Jefferson,Steven,Becker,software engineer,Representative,a 'cracker',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Male,White,Abigail,Meyer,Scott,Nielsen,Representative,Representative,a 'prick',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,White,Male,Black,Scott,Larsen,Kareem,Banks,Representative,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,White,Male,Black,Margaret,Nielsen,Tremayne,Banks,Representative,architect,an 'idiot',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,White,Female,White,Brett,Becker,Molly,Nielsen,nurse,Representative,going to get punched,Details From Recent Townhall Meeting,Republican,Republican,Male,Black,Male,White,Rasheed,Booker,Connor,Hartman,Representative,nurse,a 'cracker',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_6o4hxk9OQ26lBs1,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Gravida porta? Augue sapien auctor eros interdum wisi amet fringilla eros quam luctus.,1,1,245,4,6,2,NA,2,NA,2,55,39,2,2,1,4,3,1,5,4,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,4,4,1,3,3,4,5,3,2,2,3,3,4,4,2,5,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2,man,Republican,Republican,Male,Black,Male,Black,DeShawn,Jefferson,Tyrone,Jefferson,Representative,Representative,a 'bitch',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Female,Black,DeAndre,Booker,Keyana,Banks,judge,Representative,going to get punched,Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,Black,Male,White,Latonya,Jackson,Dustin,Hartman,nurse,Representative,a 'shit head',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Male,Black,Zachary,Meyer,DeAndre,Washington,bus driver,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Female,White,Heaven,Booker,Kristen,Walsh,accountant,accountant,a 'bastard',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Male,Black,Rasheed,Washington,Rasheed,Jackson,professional chef,Representative,an 'asshole',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_7VEcRGAAKKyzWBL,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Ipsum ut. Laoreet. Diam vestibulum suspendisse amet. Faucibus venenatis nunc tortor ante amet.,2,1,34,5,3,2,NA,1,NA,1,56,68,2,3,2,4,3,1,4,5,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,3,4,3,2,4,2,3,4,4,4,2,1,2,3,5,1,1,3,3,2,1,1,5,6,6,5,1,5,1,5,1,2,2,1,5,2,2,4,4,2,5,4,5,1,5,6,5,6,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,6,2,5,6,1,2,woman,Republican,Democratic,Female,White,Female,White,Jill,Andersen,Meredith,McGrath,Representative,judge,a 'moron',Details From Recent Townhall Meeting,Republican,Democratic,Male,White,Male,White,Ethan,Decker,Brett,Walsh,Representative,Representative,a 'bitch',Details From Recent Townhall Meeting,Republican,Democratic,Female,White,Male,White,Kristen,McGrath,Matthew,Larsen,Representative,Representative,a 'cracker',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,White,Male,White,Brett,Becker,Zachary,Walsh,Representative,plumber,a 'moron',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Male,Black,Kareem,Banks,Terrell,Washington,Representative,plumber,a 'lunatic',Details From Recent Townhall Meeting,Republican,Democratic,Female,Black,Female,Black,Tamika,Washington,Tanisha,Banks,teacher,plumber,a 'shit head',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_0riD0h6oo9j1UNf,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Lectus cursus? Quis primis. Blandit tempor aliquam donec luctus mi orci aliquet.,2,2,12,4,2,2,NA,2,NA,3,17,61,3,4,4,2,4,2,4,4,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,3,5,5,4,1,5,2,3,5,2,2,3,4,3,3,1,4,4,4,4,1,5,5,1,5,1,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,woman,Republican,Democratic,Female,Black,Male,White,Ashanti,Banks,Steven,Walsh,bus driver,Representative,a 'prick',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Male,Black,Ryan,Andersen,DeShawn,Booker,professional chef,Representative,an 'asshole',Details From Recent Townhall Meeting,Republican,Republican,Male,Black,Male,White,Denzel,Banks,Neil,Andersen,plumber,Representative,a 'shit head',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,Black,Female,Black,Tremayne,Jackson,Tanisha,Booker,software engineer,Representative,an 'idiot',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Female,Black,Shanice,Jackson,Tyra,Mosley,Representative,accountant,a 'shit head',Details From Recent Townhall Meeting,Republican,Republican,Female,Black,Female,White,Heaven,Booker,Katelyn,Walsh,Representative,Representative,a 'lunatic',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_2npviXvVYZLnTAF,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Mattis eu natoque ab. Tincidunt dapibus enim egestas egestas erat venenatis mi.,3,2,145,1,6,2,NA,1,NA,3,11,12,NA,NA,NA,3,2,3,4,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,4,2,5,4,1,5,3,5,4,4,1,3,1,4,2,3,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,4,4,2,1,3,2,4,1,2,4,6,4,4,5,5,5,1,4,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,6,5,4,1,2,NA,Republican,Republican,Female,White,Female,Black,Abigail,Hartman,Ashanti,Mosley,Representative,Representative,a 'moron',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Female,White,Female,White,Hilary,Becker,Claire,Hartman,Representative,Representative,an 'asshole',Details From Recent Townhall Meeting,Democratic,Republican,Male,White,Female,White,Logan,Decker,Susan,Walsh,accountant,Representative,a 'bastard',Details From Recent Townhall Meeting,Democratic,Republican,Male,White,Male,Black,Steven,Walsh,Denzel,Jefferson,pharmacist,professional chef,a 'lunatic',Details From Recent Townhall Meeting,Republican,Republican,Male,White,Male,White,Matthew,Larsen,Brett,Andersen,Representative,Representative,an 'asshole',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Female,White,Female,White,Meredith,Andersen,Abigail,Hartman,teacher,pharmacist,a 'cracker',Recent Townhall Meeting Turns Uncivil
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_0SQn5j2OJKyUBCJ,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Etiam tincidunt cras vestibulum mi. Magnis. Lacus sollicitudin magna lectus.,3,2,17,4,3,1,1,NA,NA,7,33,80,NA,NA,NA,2,5,2,3,1,NA,NA,NA,NA,5,4,4,2,NA,NA,NA,NA,3,1,4,4,3,1,3,5,1,2,3,1,4,4,1,5,4,5,1,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,6,4,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Republican,Republican,Male,Black,Female,Black,DaQuan,Jefferson,Lakisha,Banks,Representative,Representative,going to get 'hurt by someone',Details From Recent Townhall Meeting,Democratic,Democratic,Female,Black,Female,Black,Latonya,Washington,Denisha,Washington,judge,professional chef,going to get punched,Details From Recent Townhall Meeting,Republican,Republican,Female,Black,Male,Black,Heaven,Jackson,Denzel,Mosley,plumber,Representative,going to be 'dealt with',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,White,Female,White,Katelyn,Andersen,Megan,Decker,Representative,professional chef,a 'lunatic',Details From Recent Townhall Meeting,Republican,Republican,Male,White,Female,White,Hunter,Walsh,Margaret,Larsen,teacher,software engineer,going to be 'dealt with',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,Black,Male,Black,Jamal,Washington,Rasheed,Jefferson,Representative,accountant,going to be 'dealt with',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_56C9KqocTBenp8V,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Ridiculus? Ultricies ac integer ullamcorper fringilla morbi sem? Ipsum leo accusamus ab sagittis tellus.,2,1,1567,2,2,1,1,NA,NA,1,69,68,3,2,3,5,2,4,2,1,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,2,2,3,2,3,5,3,5,1,4,2,2,5,5,4,4,3,4,2,4,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,5,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,5,5,4,6,1,1,woman,Democratic,Democratic,Male,Black,Female,White,Terrell,Jefferson,Emily,Decker,Representative,bus driver,a 'cracker',Details From Recent Townhall Meeting,Republican,Democratic,Male,Black,Male,Black,Kareem,Booker,DaQuan,Mosley,Representative,Representative,a 'prick',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Female,Black,Male,Black,Janae,Washington,Darnell,Washington,Representative,Representative,an 'asshole',Details From Recent Townhall Meeting,Republican,Republican,Female,White,Male,Black,Stephanie,Nielsen,Rasheed,Jackson,Representative,Representative,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Democratic,Female,Black,Female,White,Latoya,Washington,Jill,Nielsen,nurse,Representative,a 'cracker',Details From Recent Townhall Meeting,Democratic,Republican,Male,White,Male,Black,Seth,Walsh,Jamal,Booker,architect,Representative,a 'moron',Details From Recent Townhall Meeting
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_8qsf5AYMzRizga1,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Vestibulum integer sagittis. Integer. Cursus magnis urna interdum lectus mauris tempus? Mi quis mi.,2,2,23456,5,4,2,NA,1,NA,4,31,28,2,4,4,4,5,5,5,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,2,2,4,4,5,5,1,2,5,5,1,2,3,2,5,3,2,3,5,4,2,1,5,5,2,6,2,3,2,4,5,5,5,6,1,2,6,4,5,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,4,5,6,4,2,4,4,5,5,5,4,6,3,2,woman,Republican,Democratic,Female,White,Female,Black,Hilary,Nielsen,Tamika,Mosley,architect,Representative,a 'bitch',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Male,White,Keyshawn,Mosley,Neil,Walsh,plumber,pharmacist,going to get punched,Details From Recent Townhall Meeting,Republican,Democratic,Female,Black,Male,White,Tamika,Jackson,Todd,Meyer,Representative,professional chef,a 'bitch',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Male,Black,Dustin,Andersen,DeAndre,Mosley,Representative,Representative,a 'moron',Details From Recent Townhall Meeting,Democratic,Republican,Male,Black,Female,White,Darius,Jackson,Katelyn,Becker,teacher,teacher,going to get 'roughed up' by the crowd,Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Female,White,Rasheed,Mosley,Katelyn,Walsh,Representative,plumber,a 'bastard',Recent Townhall Meeting Turns Uncivil
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_dcneHBEJyK0Tvs9,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Vehicula duis quam felis interdum cras pede mauris magna vitae dictumst bibendum.,1,2,12467,2,4,2,NA,2,NA,6,36,33,4,3,1,3,4,3,4,4,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,3,2,1,2,2,1,1,2,3,2,2,5,1,5,2,3,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1,6,6,1,3,5,6,1,2,6,6,1,5,5,5,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,man,Democratic,Democratic,Female,White,Male,Black,Abigail,Hartman,DeShawn,Washington,architect,software engineer,a 'bitch',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,Black,Female,Black,Keyshawn,Booker,Tamika,Mosley,accountant,Representative,a 'cunt',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,White,Male,White,Zachary,Nielsen,Dustin,Walsh,Representative,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Female,Black,Rasheed,Jefferson,Heaven,Booker,Representative,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Male,Black,Keyana,Booker,DaQuan,Jefferson,Representative,plumber,an 'idiot',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Male,Black,Terrell,Washington,DaQuan,Booker,Representative,professional chef,going to get 'roughed up' by the crowd,Recent Townhall Meeting Turns Uncivil
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,1,1,10/1/2019 13:36,R_6soYqHCWi4Ira7j,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,"Interdum tellus auctor proin, vulputate luctus facilisi in nonummy nunc magnis, diam auctor per! Tempora.",3,1,12346,3,3,3,NA,NA,3,7,82,25,NA,NA,NA,5,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,3,3,3,4,2,1,3,3,5,3,3,3,2,5,1,4,5,1,4,1,1,2,5,3,2,2,6,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,5,2,6,3,3,5,6,1,1,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Republican,Democratic,Female,White,Female,Black,Kristen,Andersen,Shanice,Jackson,accountant,professional chef,going to be 'dealt with',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Female,Black,Male,White,Lakisha,Mosley,Logan,Meyer,teacher,Representative,going to get 'roughed up' by the crowd,Details From Recent Townhall Meeting,Republican,Republican,Male,Black,Male,White,Latrell,Mosley,Dustin,Meyer,judge,Representative,a 'shit head',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Female,Black,Tanisha,Jackson,Lakisha,Jackson,Representative,bus driver,a 'bitch',Details From Recent Townhall Meeting,Democratic,Republican,Female,White,Female,White,Susan,Decker,Megan,Larsen,Representative,professional chef,a 'cunt',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Male,Black,Male,Black,Latrell,Booker,Kareem,Jackson,Representative,Representative,going to get 'roughed up' by the crowd,Recent Townhall Meeting Turns Uncivil
10/1/2019 13:36,10/1/2019 13:36,2,NA,100,2,1,10/1/2019 13:36,R_cSn0YTfLi76PCXb,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Elit fringilla erat! Augue felis dapibus auctor neque! Placerat bibendum erat odio leo in molestie.,3,2,1234567,5,4,1,1,NA,NA,2,67,72,NA,NA,NA,3,3,1,2,5,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,3,1,4,1,2,4,2,4,2,5,3,3,4,5,3,1,4,2,1,4,1,2,4,1,4,6,5,2,1,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,6,4,6,2,5,4,6,5,1,5,6,2,2,5,6,5,1,1,1,4,1,1,5,2,5,4,5,6,1,1,NA,Republican,Democratic,Male,Black,Male,White,DaQuan,Mosley,Ryan,Andersen,software engineer,Representative,a 'cracker',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Male,Black,Male,Black,D'Andre,Jefferson,Tyrone,Banks,Representative,Representative,going to get 'hurt by someone',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,White,Male,White,Brett,Larsen,Matthew,Walsh,accountant,Representative,a 'cracker',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,White,Male,Black,Sarah,Hartman,Jayvon,Washington,accountant,Representative,a 'prick',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Female,Black,D'Andre,Banks,Ebony,Washington,teacher,Representative,going to get punched,Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Female,Black,Kareem,Washington,Ebony,Jefferson,Representative,Representative,a 'moron',Details From Recent Townhall Meeting
